spam,internet,order,mail,report,free,business,email,you,money,george,meeting,re,conference,ch$,crl.long
1,0,0.38,0,0,0,0.19,0,0.77,0,0,0,0.09,0,0.047,23
1,0,0,0,0,1.61,0,0,0,0,0,0,1.61,0,0,17
1,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.167,13
1,0,0,0.56,0,0,0,0.56,3.38,0,0,0,0.56,0,0,148
1,0.1,1.42,0.81,0,0.1,0,1.11,2.23,0.3,0,0,0,0,0.397,56
1,0,0,0,0,0.8,0.8,0,1.61,0,0,0,0,0,0.36,22
1,0,0,0,0,0,0,0,1.31,1.31,0,0,0,0,0.212,25
1,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0.169,140
1,0,0.57,0.05,0,0.17,0,0,1.04,0.05,0,0.11,0.05,0,0.079,95
1,0,0,0.4,0,0,0,0,1.22,0,0,0,0,0,0.123,23
1,0,0,1.16,0,0,0.87,0,2.62,0,0,0,0,0,0.271,14
1,0.06,0.06,0.06,0.06,0,0.72,0.06,4.41,0.06,0,0,0,0,0.169,12
1,0.17,0.17,0.17,0,0.03,0,0,0.45,0,0,0,0.45,0,0.011,26
1,0,0,0,0,0.41,0,0.82,3.73,0.41,0,0,0.41,0,0.549,19
1,0.08,0,0,0,0.08,0,0.32,1.87,0.24,0,0,0.16,0,0.082,339
1,0.1,1.42,0.81,0,0.1,0,1.01,2.23,0.3,0,0,0,0,0.397,56
1,0,0,0.45,0,0.22,0,0.22,1.58,0,0,0,0,0,0.15,114
1,0,0,0,0,0,0,0,1.31,1.31,0,0,0,0,0.212,25
1,0,0,0.81,0,0.4,0,0,1.22,0,0,0,0,0,0,18
1,0.38,0,0,0,0.38,0,0,3.43,0.38,0,0,0.38,0,0,12
1,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,5
1,0,0.75,0,0,0,0.2,0.13,1.16,0,0,0,0.06,0,0.092,104
1,0,0,0,0,1.36,1.36,0,0,0,0,0,0,0,0.17,128
1,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0.868,25
1,0,0,0,0,0.81,0,0,3.27,0,0,0,0,0,0,20
1,0.84,0.16,0.5,0,0,1.68,0.33,2.02,0.33,0,0,0,0,0.056,63
1,0,0.09,0.39,0,0,0.09,0,3.75,0.19,0,0,0,0,0.979,54
1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26
1,0.05,0.05,0.05,0.05,0,0.69,0.05,4.25,0.05,0,0,0,0,0.162,12
1,1.08,0,0.81,0,0,0,0,2.45,0.27,0,0,0,0,0.04,19
1,0,0,0,0,0.8,0,0,3.22,0,0,0,0,0,0,20
1,0,0,0.55,0,0,0,0.55,3.31,0,0,0,0.55,0,0,148
1,0,0,0.55,0,0,0,0.55,3.31,0,0,0,0.55,0,0,148
1,0.31,0,0,0,0.31,0.31,0,2.55,0.31,0,0,0.31,0,0.162,10
1,0,0,0.69,0,0.69,0,0,5.9,0.34,0,0,0.34,0,0.063,12
1,0,0,1.56,0,1.56,1.56,0,0,0,0,0,0,0,0.183,140
1,0,0,0.54,0,0,0,0.54,3.24,0,0,0,0.54,0,0,148
1,0.28,0,0.43,0,1.88,0.14,0.14,1.01,0,0,0,0,0,0,32
1,0,0.66,0.44,0,0.22,0,0,1.32,0.22,0,0,0,0,0.196,75
1,0,0.88,0,0,0,0.29,0,2.2,0.29,0,0,0,0,0.048,49
1,0,0.07,0.37,0,0,0.14,0.44,3.55,0.07,0,0,0,0,0.167,44
1,0.31,0,0,0,0.31,0.31,0,2.55,0.31,0,0,0.31,0,0.163,10
1,0.31,0,0,0,0.31,0.31,0,2.55,0.31,0,0,0.31,0,0.163,10
1,0.05,0.05,0.05,0.05,0,0.64,0.05,4.21,0.05,0,0,0,0,0.167,13
1,0,0,0,0,0,0.48,0.48,4.36,0,0,0,0.48,0,0.232,58
1,0,0,0,0,0.41,0,0.82,3.73,0.41,0,0,0.41,0,0.549,19
1,0.25,0.08,1.62,0,0.08,0,0,3,0.34,0,0,0.17,0,0.294,62
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
1,0,0,1.63,0,0,0,0,1.63,0,0,0,0,0,0,2
1,0.43,0.08,0.08,0.17,0,0.17,0.08,1.2,0.08,0,0,0,0,0.014,48
1,0.43,0.08,0.08,0.17,0,0.17,0.08,1.2,0.08,0,0,0,0,0.014,48
1,0,0,1.04,0,0.69,0,0.69,4.86,1.04,0,0,0,0,0.174,8
1,0.29,0,0,0,0.87,0.58,0.29,2.61,0.58,0,0,0,0,0,139
1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,45
1,0,0.8,0.2,1.41,0.4,0,0,3.44,0.4,0,0,0,0,0.066,30
1,0,0,0,0,0,0,0,1.33,0,0,0,0,0,1.492,223
1,0.44,0.22,2.88,0,0.44,0,0.44,3.32,0.44,0,0,0,0,0.156,1038
1,0,0,0,0,0,0,1.81,6.36,0,0,0,0,0,0,38
1,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.233,12
1,0,0,0,0,0.14,0,0,1.7,0.42,0,0,0,0.14,0,137
1,0,0,0.75,0,0.37,0.75,0,2.65,0,0,0,1.13,0,0.189,78
1,0,0,0,0,0,2.66,5.33,2.66,0,0,0,0,0,0.514,11
1,0,0,1.45,0,0.72,0,0,2.54,0,0,0,0,0,0.113,47
1,0,0,0,0,0.54,0.54,0,4.32,0,0,0,0.54,0,0.261,68
1,0,0,1.81,0,1.81,0,0,1.81,0,0,0,0,0,0.943,9
1,0,0,0,0,0.48,0.96,0,1.92,0.48,0,0,1.44,0,0.957,78
1,0,0,0.98,0,0.98,0,0.98,2.94,0,0,0,0,0,0,18
1,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,3
1,0,0,0,0,1.89,0,0,0.56,0.18,0,0,0,0,0,180
1,0,0.6,0,0,0.3,0,0,2.74,0.6,0,0,0,0,0.143,31
1,0,0,0,0,1.33,0,0,2.66,0,0,0,0,0,0,11
1,0.95,0.37,0.37,0.34,0.51,0.34,0.34,2.75,0.71,0,0,0.03,0,0.136,181
1,0,0.6,0,0,0.3,0,0,2.72,0.6,0,0,0,0,0.142,31
1,0.58,0,0,0.58,0.58,0.58,0.58,0.58,1.16,0,0,0,0,0.239,123
1,1.4,0,0.46,0,0,0,0,2.8,0,0,0,0,0,0,54
1,0.3,0,0,0,0.3,0.3,0.3,2.12,0.3,0,0,0.3,0,0.211,11
1,0.3,0,0,0,0.3,0.3,0.3,2.11,0.3,0,0,0.3,0,0.21,11
1,0.59,0,0,0,0,0,0.59,3.57,0.59,0,0,0,0,0,11
1,0.35,0.35,0.69,0.92,0.33,0.42,0.02,3.05,0.46,0,0,0.02,0,0.523,445
1,0.58,0,0,0.58,0.58,0.58,0.58,0.58,1.16,0,0,0,0,0.239,123
1,0.3,0,0,0,0.3,0.3,0.3,2.12,0.3,0,0,0.3,0,0.211,11
1,0.3,0,0,0,0.3,0.3,0.3,2.12,0.3,0,0,0.3,0,0.211,11
1,0,0,0.47,0,0.71,1.43,0,5.26,0.23,0,0,0,0,0.402,49
1,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7
1,0,0.24,0,0,0.48,0,0,1.2,0.24,0,0,0,0.24,0.184,66
1,0,0.24,0,0,0.48,0,0,1.2,0.24,0,0,0,0.24,0.184,66
1,0.25,0.08,1.47,0,0.08,0,0,3.03,0.34,0,0,0.17,0,0.263,62
1,0,0,0.43,0,0,1.74,0,0.87,0.43,0,0,0,0,0,107
1,0,0,0.43,0,0,1.74,0,0.87,0.43,0,0,0,0,0,107
1,0.29,0,0,0,0.87,0.58,0.29,2.61,0.58,0,0,0,0,0,139
1,0,0,0,0,0,0,1.4,7.04,0,0,0,0,0,0,15
1,0.36,0.36,0.36,0,0,0.73,0,2.94,0.36,0,0,0,0,0.118,13
1,0,0,0.19,0,0,0,0,0.58,0,0,0,0,0,0.312,192
1,0.42,0.08,0.08,0.17,0,0.17,0.08,1.2,0.08,0,0,0,0,0.014,48
1,0,0.52,0,0,0.79,0,0,1.32,0.52,0,0,0,0,0,71
1,0.26,0.44,0.75,1.22,0.1,0.44,0,3.21,0.33,0,0,0.02,0,0.793,199
1,0,0.54,0.54,0,0.36,0.18,0.54,1.82,0.18,0,0.18,0,0,0.305,59
1,0.42,0.08,0.08,0.17,0,0.17,0.08,1.2,0.08,0,0,0,0,0.014,48
1,0,0,0,0,0,2.53,5.06,2.53,0,0,0,0,0,0.475,11
1,0,0,0,0,0.36,0,0,3.3,0,0,0,0.73,0,0.053,134
1,0.37,0.37,1.88,0.37,0.37,0,0,2.26,0,0,0,0,0,0.197,842
1,0,0,0,0,0,0,1.73,3.46,0,0,0,0,0,0,7
1,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,15
1,0,0.09,0.39,0,0,0.09,0,3.79,0.09,0,0,0,0,1.33,54
1,0.38,0,0,0,0.38,0,0,3.87,0.38,0,0,0,0,0,12
1,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0.597,12
1,0,0,0,0,0.49,1.47,0.49,4.43,0,0,0,0,0,0,152
1,0.38,0,0,0,0.38,0,0,3.87,0.38,0,0,0,0,0,12
1,0,0.06,0,0,0,0,0.12,1.67,0,0,0,0,0,0.073,37
1,0,0.37,1.12,0,0,0,0.74,2.99,0.37,0,0,0,0,0.122,57
1,1.19,0,0.39,0,0,1.58,0.39,3.96,0,0,0,0,0,0.211,13
1,0,0,0.41,0,1.65,0.41,0,2.9,0.82,0,0,0,0,5.3,92
1,0,0.79,0,0,0,0.14,0.04,1.53,0.04,0,0,0.04,0,0.111,87
1,0,0,0.41,0,1.65,0.41,0,2.9,0.82,0,0,0,0,5.3,92
1,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,57
1,1.21,1.21,1.21,0,0,4.87,0,2.43,0,0,0,0,0,0,311
1,0,0,0.48,0,0.96,0,0,6.73,0,0,0,0.48,0,0.087,12
1,0.26,0.42,0.76,1.23,0.1,0.47,0,3.23,0.34,0,0,0.02,0,0.858,199
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
1,0,0,0,0,1.06,0.53,0,4.25,0,0,0,0.53,0,0.259,76
1,0,0,0,0,0.41,0,0.82,3.73,0.41,0,0,0.41,0,0.549,19
1,0,0,0,0,0.55,2.79,0,3.91,0,0,0,0,0,0.345,140
1,0,0,0,0,0.55,2.79,0,3.91,0,0,0,0,0,0.345,140
1,0.37,0.37,1.89,0.37,0.37,0,0,2.27,0,0,0,0,0,0.196,845
1,0.51,0.17,0.17,0,0.34,1.03,0.17,1.9,0.51,0,0,0.17,0,0.141,78
1,0.12,0.25,0.12,0,0,0.12,2.04,2.81,0.12,0,0,0,0,0.061,84
1,0.23,0,0.47,0,0.23,1.41,0,2.83,0,0,0,0,0,0,13
1,0.26,0.44,0.76,1.26,0.26,0.44,0,3.24,0.34,0,0,0.02,0,0.78,193
1,0,0,0,0,0.45,0.45,0.45,1.8,0,0,0,0,0,0,46
1,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,8
1,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,8
1,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,8
1,0,0,0.09,0,0,0,0.19,1.38,0,0,0,0,0.09,0.189,31
1,0,0,0.68,0,0.68,0,0,5.86,0.34,0,0,0.34,0,0.062,12
1,0,0,0.27,0,0,0,0,2.2,0,0,0,0,0,0.182,30
1,1.09,0,0,0,0,0,0,0,0,0,0,1.09,0,0.692,25
1,0.12,0.25,0.12,0,0,0.12,2.04,2.8,0.12,0,0,0,0,0.061,84
1,1.2,1.2,1.2,0,0,4.81,0,2.4,0,0,0,0,0,0,295
1,0.74,0.24,0.24,0,0,1.23,0,1.23,0.74,0,0,0,0,0.155,47
1,0,0,0,0,0,0,0.6,1.81,0.6,0,0,0,0,0.103,33
1,1.85,0,0.92,0,0.92,0,0,0.92,0.46,0,0,0,0,0.217,66
1,0,0,0.67,0,0,0,0,1.35,0,0,0,0,0,0,37
1,1.47,1.47,1.47,0,0,2.94,0,0,0,0,0,0,0,0.147,281
1,0,0,0.99,0,0.49,0,0,0.99,0.49,0,0,0,0,0.312,47
1,0,0,0,0,0,0,1.6,2.67,0,0,0,0,0,0,12
1,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,29
1,0,0,0,0,0.56,3.4,0,3.97,0,0,0,0,0,0.349,140
1,0,0.82,1.18,0,0,0.11,0,4.84,0.23,0,0,0.11,0,0.168,175
1,0,0,0,0,0,0.37,0.37,3.18,0,0,0,0,0,0,4
1,0,0,0,0,0,0.95,0,2.38,0,0,0,0.47,0,0.248,80
1,0,0,0,0,0,0.37,0.37,3.18,0,0,0,0,0,0,4
1,0,0.24,0,0,0.48,0,0.24,1.21,0.24,0,0,0,0.24,0.184,66
1,0,0,1.44,0,0,0,0,2.89,0,0,0,0,0,0,60
1,0,0,0.67,0,0,0,0,1.35,0,0,0,0,0,0,37
1,0,0,0,0,0.47,0,0.95,1.9,0,0,0,0,0,0,182
1,0,0,0,0,0.47,0,0.95,1.9,0,0,0,0,0,0,182
1,0.21,0.4,0.69,1.14,0.23,0.4,0,2.93,0.31,0,0,0.02,0,0.734,144
1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11
1,0,0.8,0.1,0,0.1,0,1.11,1.31,0.1,0,0,0.1,0,0.158,669
1,1.47,1.47,1.47,0,0,2.94,0,0,0,0,0,0,0,0.147,281
1,0,0,0,0,0.56,3.38,0,3.95,0,0,0,0,0,0.347,140
1,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,11
1,0,0,0,0,0,0.37,0.37,3.14,0,0,0,0,0,0,4
1,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,6
1,0.23,0.44,0.76,1.27,0.26,0.44,0,3.25,0.34,0,0,0.02,0,0.784,193
1,0,0,0,0,0.81,0,0,4.09,0,0,0,0,0,0,55
1,0,0.23,0.23,0,0.23,0,0.47,2.63,0.23,0,0,0,0,1.357,72
1,0,0,0.42,0,0,0,1.28,2.99,0,0,0,0,0,0.349,105
1,0,0,0,0,0,0.36,0.36,3.06,0,0,0,0,0,0,6
1,0.29,0,0,0,0,0.29,0.58,2.91,0.29,0,0,0,0,0,64
1,0,0,0,0,0,0.96,0,2.41,0,0,0,0.48,0,0.251,80
1,0,0,0,0,0,0.97,0,2.42,0,0,0,0.48,0,0.252,80
1,0,0,0,0,0,0.98,0,2.45,0,0,0,0.49,0,0.254,80
1,0,0,0,0,0,1.45,0,2.18,0,0,0,0,0,0,25
1,0.21,0.4,0.69,1.14,0.23,0.4,0,2.93,0.31,0,0,0.02,0,0.754,144
1,0,0,0,0,0,1.17,0,3.52,0,0,0,1.17,0,0,10
1,0,0,0,0,0,1.29,0,1.29,0.64,0,0,0,0,0,66
1,0,0,0,0,0,1.29,0,1.29,0.64,0,0,0,0,0,66
1,0,0,0,0,0,1.29,0,1.29,0.64,0,0,0,0,0,66
1,0,0,0.3,0,0.3,0,0.15,0.15,0,0,0,0,0.3,0.044,16
1,0,0,0.41,0,0.62,1.25,0,4.6,0.2,0,0,0,0,0.345,37
1,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,28
1,0.26,0.44,0.76,1.26,0.26,0.44,0,3.22,0.34,0,0,0.02,0,0.79,193
1,0,0,0,0,0,0.37,0.37,3.15,0,0,0,0,0,0,4
1,0,0.31,0,0,0.63,0.31,3.18,2.22,0.63,0,0,0,0,0.501,91
1,0,0,0,0,0.56,3.38,0,3.95,0,0,0,0,0,0.347,140
1,0,0,0,0,0,0.37,0.37,3.15,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,31
1,0,0,0,0.17,0.08,0.52,0,4.04,0,0,0,0,0,0,18
1,0,0,0.33,0,0,0,0,1.68,0,0,0,0.33,0,0.336,19
1,0,0,0,0,0.88,2.65,0,0.88,0,0,0,0,0,0,7
1,0,0,0,0,0,0,0,1.21,0.12,0,0,0,0,0,11
1,0.97,0.87,0.58,0.87,0,0,1.17,3.81,0.29,0,0,0,0,0.233,49
1,0,0,0,1.56,0,0,0,1.56,0,0,0,0,0,0.188,119
1,0,0,0,0,0.36,1.83,0.73,2.56,1.09,0,0,0,0,0.061,192
1,0.45,0,0,0,0.45,0,0,0.22,0,0,0,0.22,0,0,27
1,0,0.29,0.09,1.65,0.58,0.87,0.19,3.21,0.09,0,0,0,0,0.045,20
1,0,0,0,0,0,0,0.84,2.95,0,0,0,0,0,0.3,82
1,0,0,0,0,0,0,0.84,2.95,0,0,0,0,0,0.3,82
1,0,0,2.4,0,0.8,0,0,2,0,0,0,0,0,0.116,54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,12
1,0,0,0,0,1.25,1.25,1.25,1.25,0,0,0,0,0,0,32
1,0.26,0,0,0,0,0,0.26,1.58,0,0,0,0,0.26,0,29
1,0,0,0.7,0,1.41,1.41,0,7.09,0,0,0,0,0,0,44
1,0,0,0,0,0.55,3.88,0,3.88,0,0,0,0,0,0.34,140
1,0,0,0,0,0,0,0,1.45,0.72,0,0,0,0,0.121,32
1,0,0,0,0,0,0,0,2.54,0.84,0,0,0,0,0.129,168
1,0,0,0,0,0,0,0,1.45,0.72,0,0,0,0,0.121,32
1,0.4,0,0.81,0,3.27,0,1.22,0.81,0,0,0,0,0,0.8,181
1,0,0.75,0.23,0,0.58,0.05,0.17,3.01,0.34,0,0,0,0,0.186,131
1,0,0,0,0,2.85,0,0,2.14,0.71,0,0,0,0,0,12
1,0,0,0,0,1.3,1.3,0,2.61,0,0,0,0.65,0,0.103,12
1,0,0,1.61,0,0,0,0,3.22,0,0,0,0,0,0,60
1,0.32,0.32,0.64,0,2.56,0.96,0,3.84,0,0,0,0,0,0,25
1,0,2.59,1.29,0,0.64,0.64,0.64,3.24,0,0,0,0,0,0,4
1,0,0,0,0,0,0.98,0,2.45,0,0,0,0,0,0.064,25
1,0,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0.37,16
1,0,0,0,0,0,0,0,1.38,0.69,0,0,0,0,0.116,34
1,0,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0.37,16
1,0,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0.37,16
1,0,0,0,0,0,0,0.44,1.76,0,0,0,0,0,0.37,16
1,0,0,0,0,0.59,0,0,1.18,0,0,0,0,0,0.088,16
1,0,0.8,0.1,0,0.1,0,1.11,1.31,0.1,0,0,0.1,0,0.158,669
1,0,0,0,0,3.33,0,0,1.66,0,0,0,0,0,0,59
1,0,0.8,0.1,0,0.1,0,1.11,1.31,0.1,0,0,0.1,0,0.158,669
1,0.43,0,0.17,0,0.87,0,0,1.4,0.17,0,0,0,0,0.721,35
1,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,48
1,0,0,0,0,1.05,1.05,1.05,4.21,0,0,0,0,0,0.729,19
1,0.05,0.05,0.05,0.05,0,0.69,0.05,4.24,0.05,0,0,0,0,0.163,12
1,0.52,0,0.17,0,0.87,0,0,1.39,0.17,0,0,0,0,0.716,35
1,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,9
1,0.5,0.8,0.8,0,0,0.2,1.6,2.2,0.2,0,0,0,0,0.175,669
1,1.39,0.34,0,0,0,0,0,3.83,0,0,0,0,0,0.105,60
1,0.12,0.25,0.12,0,0,0.12,2.04,2.8,0.12,0,0,0,0,0.061,84
1,0.12,0.25,0.12,0,0,0.12,2.04,2.81,0.12,0,0,0,0,0.061,84
1,0.58,0.58,0.77,0,0,0.19,1.46,1.75,0.68,0,0,0,0,0.207,691
1,0.62,0.62,0.93,0,0,0.2,1.56,1.87,0.72,0,0,0,0,0.199,685
1,0,0,0.3,0,0.92,0,0,0.61,0,0,0,0,0,0,38
1,0,0,0,0,1.13,1.13,0,1.13,0,0,0,0,0,0,17
1,0.05,0.05,0.05,0.05,0,0.69,0.05,4.24,0.05,0,0,0,0,0.163,12
1,0,0,0.64,0,0,0,0,1.94,0,0,0,0,0,0.105,110
1,0.62,0.62,0.93,0,0,0.2,1.56,1.87,0.72,0,0,0,0,0.199,685
1,0,0.19,0.19,0,0,0.19,0.19,0.59,0.39,0,0,0,0,0.548,97
1,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,55
1,0,0.1,0.4,0,0,0.1,0,3.81,0.1,0,0,0,0,1.334,54
1,0,0,0,0,0.39,0.39,0,2.39,0.39,0,0,0,0,0.256,30
1,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,67
1,1.62,0,1.62,0,0,0,0.27,2.16,0,0,0,0,0,0,65
1,0,0,0,0.26,0.8,0,0.26,1.33,0,0,0,0,0,0,15
1,0,0,0.9,0,1.81,0,1.81,1.81,0,0,0,0,0,0,66
1,0,0,2.64,0,0,0,0.44,2.64,0,0,0,0,0,0.231,70
1,0.55,0,0,0,1.11,0,0.55,1.66,0,0,0,0,0,0.08,85
1,0,0,0.8,0,1.61,0,0,1.61,0,0,0,0,0,0,24
1,0,0,0.53,0,0,0,0.53,2.13,0,0,0,0.53,0,0,51
1,0,0,2.35,0,1.17,0,0,2.35,0,0,0,0,0,0,20
1,6.06,0,0,0,0,0,0,6.06,0,0,0,0,0,0.48,10
1,0,0,0.8,0,0.8,0.8,0.8,1.6,0,0,0,0,0,0,19
1,0,0,0.8,0,0.8,0.8,0.8,1.6,0,0,0,0,0,0,19
1,0,0.23,1.3,0,0.59,0.11,0,4.51,0.83,0,0,0.11,0,0.233,54
1,0.26,0.69,0.52,0,0.78,0.17,1.39,2.43,0.17,0,0,0.08,0,0.243,583
1,0.1,1.41,0.81,0,0.1,0,1.11,2.22,0.3,0,0,0,0,0.391,56
1,0,0,0.22,0,0.22,0,0,2.03,0,0,0,0,0,0,21
1,0.5,0.8,0.8,0,0,0.2,1.7,2.2,0.2,0,0,0,0,0.174,669
1,0,0,0,0,0.49,0,0.49,3.46,0,0,0,0,0,0.195,47
1,0,0,0,0,0.65,0,0,4.6,0,0,0,0,0,0,23
1,0,0,0,0,1.25,0.62,0,0.62,0,0,0,0.62,0,0.11,30
1,0,0,0,0,0,0.9,0.9,1.81,0.9,0,0,0,0,0,19
1,2.04,0,0,0,1.16,2.33,1.16,2.33,0,0,0,0,0,0,24
1,0,0,0,0,0,0,0,0.47,0.47,0,0,0,0,0,45
1,0.05,0.35,0.16,1.19,0.19,0.43,0.48,3.56,0.57,0,0,0.05,0,0.15,195
1,0.05,0.35,0.16,1.19,0.19,0.43,0.48,3.56,0.57,0,0,0.05,0,0.15,195
1,1.39,0.27,0.83,0,0,1.39,0.55,1.67,0,0,0,0,0,0.093,63
1,0,0,0,2.1,0,0,0,0,0,0,0,1.05,0,0.354,29
1,0.03,0,0.1,0,0.17,0.03,0,0.81,0.17,0,0.03,0,0,0.065,46
1,0.24,0,1.4,0,0,0,0,2.89,0.41,0,0,0,0,0.191,264
1,0,0.82,0.54,0,0.27,0.54,0,2.46,0.54,0,0,0,0,0.128,20
1,0.19,1.38,0.39,0.19,0.98,0,0,2.56,1.38,0,0,0,0,0.316,76
1,1.28,0,0,0,0,0,0,2.56,0,0,0,0,0,0,10
1,0.07,0.97,1.16,1.27,0.03,0.07,0.07,4.38,0.18,0,0,0.03,0,0.221,72
1,3.12,0,0,0,0,0,0,0,0,0,0,1.04,0,0.198,25
1,0,0,0,0,0.78,0,0,1.56,0.78,0,0,0,0,0.094,20
1,0,0,0,0,2.04,0,0.34,4.76,0.34,0,0,0,0,0,56
1,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,26
1,0,0.48,0,0.16,0.64,0.32,0,0.8,0,0,0,0.16,0,0,128
1,1.4,0.28,0.84,0,0,1.4,0.56,1.69,0,0,0,0,0,0.094,63
1,0,0.61,0.61,0,0.3,0.3,0.61,1.84,0,0,0,0,0,0.051,64
1,0,0,3.77,0,0,0,0,1.88,1.88,0,0,0,0,0,13
1,0,0,0,0,0,0,0,6.66,6.66,0,0,0,0,0,12
1,0,0,3.77,0,0,0,0,1.88,1.88,0,0,0,0,0,13
1,0,0,0,0,0,0,0,6.66,6.66,0,0,0,0,0,12
1,0,0,3.77,0,0,0,0,1.88,1.88,0,0,0,0,0,13
1,0,0,0,0,0,0,0,6.66,6.66,0,0,0,0,0,12
1,0.53,0.1,0.21,0,0,0.1,0,0,0,0,0,0,0,0.066,29
1,0,0,0,0,0.38,0,0.38,4.61,0,0,0,0,0,0.347,6
1,0,0,0.68,0,0,0,4.1,4.1,0,0,0,0,0,0.242,60
1,0,0,0,0.51,0,0.51,0.51,2.59,0,0,0,0,0,0.149,71
1,0,0.17,1.25,0,0,0,0.17,3.21,0.17,0,0,0,0,0.099,158
1,1.33,0,0,0,1.33,0,0,0,0,0,0,0,0,0,12
1,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,49
1,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,12
1,0.18,0.09,0,0.36,0,0,0,2.01,0.09,0,0,0.27,0,0.032,69
1,0,0.24,1.35,0,0.61,0.12,0,4.55,0.98,0,0,0.12,0,0.229,54
1,0,0.24,1.35,0,0.61,0.12,0,4.55,0.98,0,0,0.12,0,0.229,54
1,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0.352,25
1,0,0.66,0.26,0.13,0,0,0,3.98,1.46,0,0,0.13,0,0.021,65
1,0.36,0.09,0,0.36,0,0.09,0,1.27,0.09,0,0,0,0,0.014,48
1,0,0,0,0,1.54,0,0,5.4,0.38,0,0,0,0,0,56
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,33
1,0.53,0,0,0,0,0.53,0.53,2.65,0,0,0,0,0,0.478,60
1,0.35,0,0.11,0.11,2.14,0.95,0.23,1.9,0.11,0,0,0,0,0.197,283
1,0.35,0,1.07,0,0,0.71,0.71,2.85,0,0,0,0.35,0,0.24,25
1,0,0.57,0.19,0,0.57,0,0.19,0.19,0,0,0,0,0,0.066,213
1,0,0.2,0.2,0.6,0.91,0.2,0,1.72,0.2,0,0,0,0,0.16,494
1,0.19,0.58,0.66,1.29,0.23,0.43,0,3.16,0.46,0,0,0.03,0,0.496,543
1,1.61,0.32,0.64,0,0,1.61,0,1.29,0,0,0,0,0,0.107,63
1,0,0.2,0.2,0.6,0.91,0.2,0,1.72,0.2,0,0,0,0,0.16,494
1,0.17,0.59,0.08,0,0.25,0.08,0.93,1.61,0.08,0,0,0.08,0,0.117,669
1,0,0.09,0.39,0,0,0.09,0,3.67,0.09,0,0,0.09,0,1.31,54
1,0,0,0,0,0,0,1.92,1.92,0,0,0,0,0,0,6
1,0,0.2,0.2,0.6,0.91,0.2,0,1.72,0.2,0,0,0,0,0.16,494
1,1.26,0,0,0,1.26,0,0,0,0,0,0,0,0,0,25
1,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,11
1,0.33,0,0.16,0.08,1.6,0.76,0.33,1.6,0.08,0,0,0,0,0.157,292
1,0.33,0,0.16,0.08,1.61,0.76,0.33,1.52,0.08,0,0,0,0,0.157,292
1,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0.176,6
1,1.25,0,0,0,1.25,0,0,0,0,0,0,0,0,1.023,25
1,0,0.19,0.29,0.58,0.87,0.19,0,1.66,0.19,0,0,0,0,0.155,494
1,1.11,0,0,0,0,0,0,0,0,0,0,1.11,0,0.416,23
1,0,0,0,0,1.11,0,0,1.67,0,0,0,0,0,0.086,18
1,0,0.29,1.78,0,0,0.59,0.29,4.16,0,0,0,0,0,0.045,163
1,0.49,0.65,0.49,0,1.14,1.3,0.16,3.6,0.49,0,0,0,0,0.231,47
1,0.64,0,0.64,0.64,3.89,0,0.64,3.24,0,0,0,0,0,0.08,129
1,0,0,0,0,0.96,0,0.48,5.79,0,0,0,0.48,0,0.086,4
